PARID,PROPERTYHOUSENUM,PROPERTYFRACTION,PROPERTYADDRESS,PROPERTYCITY,PROPERTYSTATE,PROPERTYUNIT,PROPERTYZIP,MUNICODE,MUNIDESC,SCHOOLCODE,SCHOOLDESC,LEGAL1,LEGAL2,LEGAL3,NEIGHCODE,NEIGHDESC,TAXCODE,TAXDESC,TAXSUBCODE,TAXSUBCODE_DESC,OWNERCODE,OWNERDESC,CLASS,CLASSDESC,USECODE,USEDESC,LOTAREA,HOMESTEADFLAG,FARMSTEADFLAG,CLEANGREEN,ABATEMENTFLAG,RECORDDATE,SALEDATE,SALEPRICE,SALECODE,SALEDESC,DEEDBOOK,DEEDPAGE,PREVSALEDATE,PREVSALEPRICE,PREVSALEDATE2,PREVSALEPRICE2,CHANGENOTICEADDRESS1,CHANGENOTICEADDRESS2,CHANGENOTICEADDRESS3,CHANGENOTICEADDRESS4,COUNTYBUILDING,COUNTYLAND,COUNTYTOTAL,COUNTYEXEMPTBLDG,LOCALBUILDING,LOCALLAND,LOCALTOTAL,FAIRMARKETBUILDING,FAIRMARKETLAND,FAIRMARKETTOTAL,STYLE,STYLEDESC,STORIES,YEARBLT,EXTERIORFINISH,EXTFINISH_DESC,ROOF,ROOFDESC,BASEMENT,BASEMENTDESC,GRADE,GRADEDESC,CONDITION,CONDITIONDESC,CDU,CDUDESC,TOTALROOMS,BEDROOMS,FULLBATHS,HALFBATHS,HEATINGCOOLING,HEATINGCOOLINGDESC,FIREPLACES,BSMTGARAGE,FINISHEDLIVINGAREA,CARDNUMBER,ALT_ID,TAXYEAR,ASOFDATE
0049L00293000000,4201, ,PENN AVE,PITTSBURGH,PA, ,15224.0,109,9th Ward - PITTSBURGH,47,Pittsburgh,ROBINSON & LEE PLAN 10 PT 9 LOT 20.37X94.54X74.,23 RR IN ALL PENN AVE                          ,1 STY BRK BLDG 4201                            ,51C31A,PITTSBURGH URBAN,T,20 - Taxable,,,20,CORPORATION,C,COMMERCIAL,491,CONVENIENCE STORE,4465,,,,,07-09-2019,07-09-2019,300000.0,14,TIME ON MARKET,17685,419.0,01-26-2012,1.0,01-14-2011,332500.0,913   PENTICON LN   ,  ,WARRENDALE PA  ,15086.0,100000,232500,332500,0,100000,232500,332500,100000,232500,332500,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022,01-NOV-22
0049L00325000000,4068, ,PENN AVE,PITTSBURGH,PA, ,15224.0,109,9th Ward - PITTSBURGH,47,Pittsburgh,WM WOOLSLAYER PLAN 35 LOT 51.07X134X139.57 RR P,ENN AV COR MAIN ST                             ,1 STY BRK & CB SER STA (SUNOCO)                ,51C31A,PITTSBURGH URBAN,T,20 - Taxable,,,20,CORPORATION,C,COMMERCIAL,492,CONVENIENCE STORE/GAS,6987,,,,,03-10-2008,03-10-2008,575000.0,H,MULTI-PARCEL SA,13543,1.0,10-16-1985,171986.0,,,2025   GREENTREE RD   ,  ,PITTSBURGH PA  ,15220.0,148000,340500,488500,0,148000,340500,488500,148000,340500,488500,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022,01-NOV-22
0049L00326000000,4068, ,PENN AVE,PITTSBURGH,PA, ,15224.0,109,9th Ward - PITTSBURGH,47,Pittsburgh,WM WOOLSLAYER PLAN & LY 1/2 OF 34 LOT 20X134 PE,NN AVE                                         ,,51C31A,PITTSBURGH URBAN,T,20 - Taxable,,,20,CORPORATION,C,COMMERCIAL,492,CONVENIENCE STORE/GAS,2680,,,,,03-10-2008,03-10-2008,575000.0,H,MULTI-PARCEL SA,13543,1.0,10-16-1985,171986.0,,,2025   GREENTREE RD   ,  ,PITTSBURGH PA  ,15220.0,4800,18200,23000,0,4800,18200,23000,4800,18200,23000,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022,01-NOV-22
0049L00328000000,4068, ,PENN AVE,PITTSBURGH,PA, ,15224.0,109,9th Ward - PITTSBURGH,47,Pittsburgh,WOOLSLAYER PL & 10FT 33 & W 20FT 34 LOT 30X134.,65 IN ALL PENN AVE BET FISK & MAIN ST          ,,51C31A,PITTSBURGH URBAN,T,20 - Taxable,,,20,CORPORATION,C,COMMERCIAL,492,CONVENIENCE STORE/GAS,4020,,,,,03-10-2008,03-10-2008,575000.0,H,MULTI-PARCEL SA,13543,1.0,10-16-1985,171986.0,,,2025   GREENTREE RD   ,  ,PITTSBURGH PA  ,15220.0,7000,27000,34000,0,7000,27000,34000,7000,27000,34000,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022,01-NOV-22
0049L00330000000,4068, ,PENN AVE,PITTSBURGH,PA, ,15224.0,109,9th Ward - PITTSBURGH,47,Pittsburgh,WM WOOLSLAYER PLAN PT 33 LOT 30XAVG133.23 PENN ,AVE BET FISK & MAIN STS                        ,,51C31A,PITTSBURGH URBAN,T,20 - Taxable,,,20,CORPORATION,C,COMMERCIAL,492,CONVENIENCE STORE/GAS,3990,,,,,03-10-2008,03-10-2008,575000.0,H,MULTI-PARCEL SA,13543,1.0,10-16-1985,171986.0,,,2025   GREENTREE RD   ,  ,PITTSBURGH PA  ,15220.0,2100,27400,29500,0,2100,27400,29500,2100,27400,29500,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022,01-NOV-22
0049S00004000000,4411, ,HOWLEY ST,PITTSBURGH,PA, ,15224.0,109,9th Ward - PITTSBURGH,47,Pittsburgh,LOT 33.13X87 HOWLEY ST,,,51C38,PITTSBURGH URBAN,T,20 - Taxable,,,20,CORPORATION,C,COMMERCIAL,499,COMM AUX BUILDING,2871,,,,,09-09-2015,09-02-2015,3469133.0,H,MULTI-PARCEL SA,16117,442.0,09-02-2014,2250000.0,10-19-2004,0.0,17140   BERNARDO CENTER DR  STE 300,  ,SAN DIEGO CA  ,92128.0,2600,8600,11200,0,2600,8600,11200,2600,8600,11200,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022,01-NOV-22
0080C00091000000,5150, ,BUTLER ST,PITTSBURGH,PA, ,15201.0,110,10th Ward - PITTSBURGH,47,Pittsburgh,D MC CANDLESS PLAN 27 LOT 20X110 BUTLER ST     ,3 STY BRK & 1 STY C B ADD DWLG & STO 5150      ,BRK GAR                                        ,51C32A,PITTSBURGH URBAN,T,20 - Taxable,,,12,REGULAR-ETUX OR ET VIR,C,COMMERCIAL,404,RETL/APT'S OVER,2200,,,,,,06-23-1999,39000.0,9,OTHER INVALID,10510,99.0,07-09-1992,45000.0,,,5150   BUTLER ST   ,  ,PITTSBURGH PA  ,15201.0,52500,17500,70000,0,52500,17500,70000,52500,17500,70000,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022,01-NOV-22
0049S00021000000,4411, ,HOWLEY ST,PITTSBURGH,PA, ,15224.0,109,9th Ward - PITTSBURGH,47,Pittsburgh,IRREG LOT 194.82XAVG244.83X 261.66 RR HOWLEY ST, BET MAIN & FRIENDSHIP,1 STY BRK & C B SUPER MARKET BLDG 4411 HOWLEY S,51C34,PITTSBURGH URBAN,T,20 - Taxable,,,20,CORPORATION,C,COMMERCIAL,423,PHARMACY (CHAIN),49432,,,,,09-09-2015,09-02-2015,3469133.0,H,MULTI-PARCEL SA,16117,442.0,09-02-2014,2250000.0,10-19-2004,0.0,15  W SOUTH TEMPLE DR  STE 900,  ,SALT LAKE CITY UT  ,84101.0,1441800,617900,2059700,0,1441800,617900,2059700,1441800,617900,2059700,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022,01-NOV-22
0080C00068000000,5218, ,BUTLER ST,PITTSBURGH,PA, ,15201.0,110,10th Ward - PITTSBURGH,47,Pittsburgh,M K DUNCAN PLAN 10 LOT 60.03XAVG126.41 BUTLER S,T BET MC CANDLESS AV & 52ND ST                 ,3 STY BRK HSE & SHOP 5218                      ,51C32A,PITTSBURGH URBAN,T,20 - Taxable,,,10,REGULAR,C,COMMERCIAL,431,OFFICE/APARTMENTS OVER,7588,,,,,,12-28-1987,1.0,3,LOVE&AFFECTION,7704,442.0,,,,,6765   BAKER ST   ,  ,PITTSBURGH PA  ,15206.0,133600,52400,186000,0,133600,52400,186000,133600,52400,186000,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022,01-NOV-22
0049R00344000000,4006, ,LIBERTY AVE,PITTSBURGH,PA, ,15224.0,109,9th Ward - PITTSBURGH,47,Pittsburgh,LOT 110 X 100 LIBERTY AVE COR 40TH ST          ,1 STY CB & PORC SERV STA & MINI MART #4006     ,CANOPY (52'X32')                               ,51C34,PITTSBURGH URBAN,T,20 - Taxable,,,20,CORPORATION,C,COMMERCIAL,492,CONVENIENCE STORE/GAS,11000,,,,,07-19-2013,07-19-2013,650000.0,H,MULTI-PARCEL SA,15309,381.0,12-29-1997,150000.0,,,4006   LIBERTY AVE   ,  ,PITTSBURGH      PA  ,15224.0,93000,507000,600000,0,93000,507000,600000,93000,507000,600000,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022,01-NOV-22
0049S00106000000,4401, ,LIBERTY AVE,PITTSBURGH,PA, ,15224.0,109,9th Ward - PITTSBURGH,47,Pittsburgh,LOT 62.5X104.01 LIBERTY AVE,,,51C38,PITTSBURGH URBAN,T,20 - Taxable,,,20,CORPORATION,C,COMMERCIAL,400,VACANT COMMERCIAL LAND,6552,,,,,01-15-2020,01-15-2020,5780040.0,H,MULTI-PARCEL SA,17906,156.0,04-28-2000,1600000.0,01-02-1986,745872.0,560   EPSILON DR   ,  ,PITTSBURGH PA  ,15238.0,0,19700,19700,0,0,19700,19700,0,19700,19700,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022,01-NOV-22
0049S00125000000,4401, ,LIBERTY AVE,PITTSBURGH,PA, ,15224.0,109,9th Ward - PITTSBURGH,47,Pittsburgh,PT KROGER BLOOMFIELD PLAN IRREG LOT 253.28X    ,250.18X81.87 HOWLEY ST TO GANGWICH ST          ,1 & 2 STY BRK & C B SUPER MKT BLDG             ,51C38,PITTSBURGH URBAN,T,20 - Taxable,,,20,CORPORATION,C,COMMERCIAL,421,SUPERMARKETS,40733,,,,,01-15-2020,01-15-2020,5780040.0,H,MULTI-PARCEL SA,17906,156.0,04-28-2000,1600000.0,01-02-1986,745872.0,560   EPSILON DR   ,  ,PITTSBURGH PA  ,15238.0,992300,170600,1162900,0,992300,170600,1162900,992300,170600,1162900,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022,01-NOV-22
0049S00128000000,4401, ,LIBERTY AVE,PITTSBURGH,PA, ,15224.0,109,9th Ward - PITTSBURGH,47,Pittsburgh,LOT 110.83XAVG160X89.47 RR LIBERTY COR ELLA ST ,,,51C38,PITTSBURGH URBAN,T,20 - Taxable,,,20,CORPORATION,C,COMMERCIAL,499,COMM AUX BUILDING,16024,,,,,01-15-2020,01-15-2020,5780040.0,H,MULTI-PARCEL SA,17906,156.0,04-28-2000,1600000.0,01-02-1986,745872.0,560   EPSILON DR   ,  ,PITTSBURGH PA  ,15238.0,15300,48100,63400,0,15300,48100,63400,15300,48100,63400,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022,01-NOV-22
0049S00136000000,4401, ,LIBERTY AVE,PITTSBURGH,PA, ,15224.0,109,9th Ward - PITTSBURGH,47,Pittsburgh,LOT 21.18X108.06X21 RR LIBERTY AVE,,,51C38,PITTSBURGH URBAN,T,20 - Taxable,,,20,CORPORATION,C,COMMERCIAL,499,COMM AUX BUILDING,2268,,,,,01-15-2020,01-15-2020,5780040.0,H,MULTI-PARCEL SA,17906,156.0,04-28-2000,1600000.0,01-02-1986,745872.0,560   EPSILON DR   ,  ,PITTSBURGH PA  ,15238.0,1900,6800,8700,0,1900,6800,8700,1900,6800,8700,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022,01-NOV-22
0049S00392000000,4133, ,LIBERTY AVE,PITTSBURGH,PA, ,15224.0,109,9th Ward - PITTSBURGH,47,Pittsburgh,SAMUEL DYER PLAN OF LOTS,LOTS 3-4-5-6-7-8 PT LOTS 1-2-9 = 129.15X92.67X117.32X79.40,117.32XAVG84X129.15,51C34,PITTSBURGH URBAN,T,20 - Taxable,,,20,CORPORATION,C,COMMERCIAL,420,SMALL DETACHED RET(UNDER 10000),10752,,,,,10-05-2015,09-29-2015,650000.0,0,VALID SALE,16149,98.0,05-20-2013,1.0,10-04-2011,1.0,1035   BOYCE RD  STE 220,  ,PITTSBURGH PA  ,15241.0,247400,218500,465900,0,247400,218500,465900,247400,218500,465900,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022,01-NOV-22
0080G00094000000,5013, ,BUTLER ST,PITTSBURGH,PA, ,15201.0,109,9th Ward - PITTSBURGH,47,Pittsburgh,LOT 141.45X168.79 BUTLER ST                    ,1 STY BRK CON BLK SERVICE STATION              ,,51C32A,PITTSBURGH URBAN,T,20 - Taxable,,,20,CORPORATION,C,COMMERCIAL,492,CONVENIENCE STORE/GAS,23829,,,,,12-31-2014,11-17-2014,10.0,3,LOVE&AFFECTION,15843,296.0,10-16-1985,62924.0,,,2424   RIDGE RD   ,  ,ROCKWALL TX  ,75087.0,125300,301200,426500,0,125300,301200,426500,125300,301200,426500,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022,01-NOV-22
0049S00295000000,4501, ,LIBERTY AVE,PITTSBURGH,PA, ,15224.0,109,9th Ward - PITTSBURGH,47,Pittsburgh,MC KINLEY PLAN 39 LOT 20.08X120X17.32 RR LIBERT,Y AVE COR ELLA ST                              ,3 STY BRK BLDG #4501                           ,51C34,PITTSBURGH URBAN,T,20 - Taxable,,,20,CORPORATION,C,COMMERCIAL,404,RETL/APT'S OVER,2400,,,,,11-30-2018,11-16-2018,750000.0,H,MULTI-PARCEL SA,17442,393.0,05-01-1996,200000.0,,,   PO BOX 11    ,  ,CARNEGIE PA  ,15106.0,151500,67000,218500,0,151500,67000,218500,151500,67000,218500,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022,01-NOV-22
0080K00209000000,4811, ,BUTLER ST,PITTSBURGH,PA, ,15201.0,109,9th Ward - PITTSBURGH,47,Pittsburgh,YANE PLAN OF LOTS,LOT 1R = 51.40X188.04X34X90X16X86.14,,51C31,PITTSBURGH URBAN,T,20 - Taxable,,,20,CORPORATION,C,COMMERCIAL,420,SMALL DETACHED RET(UNDER 10000),7665,,,,,06-03-2014,06-03-2014,200000.0,H,MULTI-PARCEL SA,15619,31.0,01-30-2009,0.0,07-24-1996,1.0,112   BIRCH DR   ,  ,WEXFORD PA  ,15090.0,124200,74200,198400,0,124200,74200,198400,124200,74200,198400,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022,01-NOV-22
0050M00106000000,5401, -5409,PENN AVE,PITTSBURGH,PA, ,15206.0,111,11th Ward - PITTSBURGH,47,Pittsburgh,INGLESIDE PLAN 218-219-220 LOT 95.11XAVG150.75X,11.55 RR IN ALL PENN COR AIKEN                 ,3 STY BRK APT 5401-5409,51C32,PITTSBURGH URBAN,T,20 - Taxable,,,12,REGULAR-ETUX OR ET VIR,C,COMMERCIAL,404,RETL/APT'S OVER,14338,,,,,,03-25-1988,134500.0,0,VALID SALE,7750,226,,,,,133   DORSEYVILLE RD   ,  ,PITTSBURGH PA  ,15215.0,564200,63800,628000,0,564200,63800,628000,564200,63800,628000,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022,01-NOV-22
0121K00286000000,1748, ,CHISLETT ST,PITTSBURGH,PA, ,15206.0,110,10th Ward - PITTSBURGH,47,Pittsburgh,S GARRISON PLAN-PTS 224-225- 226 LOT 50.11X39 I,N ALL GREENWOOD                                ,ST 1 STY BRK & BLK STO ROOM 1748 CHISLETT ST   ,51C38,PITTSBURGH URBAN,T,20 - Taxable,,,12,REGULAR-ETUX OR ET VIR,C,COMMERCIAL,420,SMALL DETACHED RET(UNDER 10000),1900,,,,,11-20-2012,11-20-2012,1.0,3,LOVE&AFFECTION,15073,325,07-13-2000,40000.0,10-13-1998,1.0,306   SUNNYFIELD DR   ,  ,GLENSHAW PA  ,15116.0,45000,15000,60000,0,45000,15000,60000,45000,15000,60000,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022,01-NOV-22
0120N00120000000,450, ,56TH ST,PITTSBURGH,PA, ,15201.0,110,10th Ward - PITTSBURGH,47,Pittsburgh,LAWRENCEVILLE SHOPPING CENTER PLAN,LOT 1=261.36X11.26X354.75X546.85X511.07X36.66X518.08,,51C32,PITTSBURGH URBAN,T,20 - Taxable,,,20,CORPORATION,C,COMMERCIAL,426,COMMUNITY SHOPPING CENTER,298778,,,,,10-12-2017,10-10-2017,4490000.0,UR,OTHER,16974,101,12-19-1997,350000.0,,,600   GRANT ST  FL 44TH,  ,PITTSBURGH PA  ,15219.0,2549800,1450200,4000000,0,2549800,1450200,4000000,2549800,1450200,4000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022,01-NOV-22
0082M00129000000,5901, ,BRYANT ST,PITTSBURGH,PA, ,15206.0,111,11th Ward - PITTSBURGH,47,Pittsburgh,PTS 65-66 LOT 35.55X124X37.5 RR IN ALL BRYANT S,T,2 STY BRK BLDG 5901,51C38,PITTSBURGH URBAN,T,20 - Taxable,,,20,CORPORATION,C,COMMERCIAL,404,RETL/APT'S OVER,4529,,,,,02-21-2018,12-21-2017,0.0,H,MULTI-PARCEL SA,17114,429,04-08-2016,1.0,01-05-2007,280000.0,848   PAGODA TREE CT   ,  ,SUNNYVALE CA  ,94086.0,310000,40000,350000,0,310000,40000,350000,310000,40000,350000,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022,01-NOV-22
0082M00134000000,5901, ,BRYANT ST,PITTSBURGH,PA, ,15206.0,111,11th Ward - PITTSBURGH,47,Pittsburgh,J R MELLON PLAN PT 69 LOT 25X124X20 BRYANT ST,,,51C38,PITTSBURGH URBAN,T,20 - Taxable,,,20,CORPORATION,C,COMMERCIAL,499,COMM AUX BUILDING,2852,,,,,02-21-2018,12-21-2017,0.0,H,MULTI-PARCEL SA,17114,429,04-08-2016,1.0,01-05-2007,280000.0,848   PAGODA TREE CT   ,  ,SUNNYVALE CA  ,94086.0,3800,38600,42400,0,3800,38600,42400,3800,38600,42400,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022,01-NOV-22
0121H00027000000,7338, ,BUTLER ST,PITTSBURGH,PA, ,15206.0,110,10th Ward - PITTSBURGH,47,Pittsburgh,PT VAC BALLARD WAY LOT 10X96,,,51C38,PITTSBURGH URBAN,T,20 - Taxable,,,20,CORPORATION,C,COMMERCIAL,492,CONVENIENCE STORE/GAS,960,,,,,04-03-2015,04-01-2015,1.0,H,MULTI-PARCEL SA,15932,188,,,,,333   BALDWIN RD  FL 2ND,  ,PITTSBURGH PA  ,15205.0,0,2900,2900,0,0,2900,2900,0,2900,2900,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022,01-NOV-22
0121H00038000000,7338, ,BUTLER ST,PITTSBURGH,PA, ,15206.0,110,10th Ward - PITTSBURGH,47,Pittsburgh,GARRISON CO PLAN 23 PT 24 LOT 80.34X100X96 RR BUTLER,ST COR BAKER                                   ,1 STY CB TILE GAS STA BLDG 7340                ,51C38,PITTSBURGH URBAN,T,20 - Taxable,,,20,CORPORATION,C,COMMERCIAL,492,CONVENIENCE STORE/GAS,7840,,,,,04-03-2015,04-01-2015,1.0,H,MULTI-PARCEL SA,15932,188,04-28-2000,110000.0,12-13-1963,0.0,333   BALDWIN RD  FL 2ND,  ,PITTSBURGH PA  ,15205.0,643800,206200,850000,0,643800,206200,850000,643800,206200,850000,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022,01-NOV-22
0083B00364000000,804, ,N NEGLEY AVE,PITTSBURGH,PA, ,15206.0,111,11th Ward - PITTSBURGH,47,Pittsburgh,#163 LOT 32.38XAVG90.21X42.13 NEGLEY AVE       ,1 STY BRK STORE 804                            ,,51C38,PITTSBURGH URBAN,T,20 - Taxable,,,12,REGULAR-ETUX OR ET VIR,C,COMMERCIAL,404,RETL/APT'S OVER,3361,,,,,,07-18-1977,85000.0,0,VALID SALE,,,,,,,1168   BEECHWOOD BLVD   ,  ,PITTSBURGH PA  ,15206.0,209000,40100,249100,0,209000,40100,249100,209000,40100,249100,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022,01-NOV-22
0083J00280000000,226, ,N NEGLEY AVE,PITTSBURGH,PA, ,15206.0,111,11th Ward - PITTSBURGH,47,Pittsburgh,EPHRIAM SPAHR PLAN PT 1-2-3-4 LOT 77.5X115,,,51C38,PITTSBURGH URBAN,T,20 - Taxable,,,10,REGULAR,C,COMMERCIAL,420,SMALL DETACHED RET(UNDER 10000),8913,,,,,07-23-2015,07-25-2013,125000.0,DT,DATE OF TRANSFER,16059,6,11-04-1983,80000.0,,,6113   BROAD ST   ,  ,PITTSBURGH PA  ,15206.0,129500,56700,186200,0,129500,56700,186200,129500,56700,186200,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022,01-NOV-22
0083L00325000000,514, ,N HIGHLAND AVE,PITTSBURGH,PA, ,15206.0,111,11th Ward - PITTSBURGH,47,Pittsburgh,LOT 120X120 N HIGHLAND AVE COR EAST LIBERTY    ,BLVD                                           ,1 STY BRK & CB BLDG (A PLUS)                   ,51C31,PITTSBURGH URBAN,T,20 - Taxable,,,20,CORPORATION,C,COMMERCIAL,492,CONVENIENCE STORE/GAS,14401,,,,,12-31-2014,11-17-2014,10.0,3,LOVE&AFFECTION,15843,307,10-18-1985,45598.0,,,2424   RIDGE RD   ,  ,ROCKWALL TX  ,75087.0,366200,266100,632300,0,366200,266100,632300,366200,266100,632300,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022,01-NOV-22
0125B00028000000,601, ,LINCOLN AVE,PITTSBURGH,PA, ,15206.0,112,12th Ward - PITTSBURGH,47,Pittsburgh,LOT 20.18XAVG72.2X16.94 RR LINCOLN AV COR SHETL,AND AV                                         ,2 STY BRK BLDG (FIRE DAMAGED) #601 LINCOLN AVE ,51C42,PITTSBURGH URBAN,T,20 - Taxable,,,11,REGULAR-ETAL,C,COMMERCIAL,404,RETL/APT'S OVER,890,,,,,01-05-2021,12-15-2020,35000.0,0,VALID SALE,18287,388,08-12-1999,1.0,05-23-1975,7500.0,601   LINCOLN WAY   ,  ,PITTSBURGH PA  ,15206.0,31200,7100,38300,0,31200,7100,38300,31200,7100,38300,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022,01-NOV-22
0171G00045000000,877, ,FREEPORT RD,PITTSBURGH,PA, ,15238.0,112,12th Ward - PITTSBURGH,47,Pittsburgh,WATERWORKS MALL REVISED PHASE I,PLAN 6 (6.643 ALD) FREEPORT RD,1 STY CB BLDG #877 (AMES DEPT STORE),51C45,PITTSBURGH URBAN,T,20 - Taxable,,,20,CORPORATION,C,COMMERCIAL,494,BIG BOX RETAIL,289369,,,,,12-13-2002,12-13-2002,4200000.0,0,VALID SALE,11527,324,09-19-1994,5700000.0,,,   PO BOX 8050    , MS0555 ,BENTONVILLE AR  ,72712.0,5002700,1992900,6995600,0,5002700,1992900,6995600,5002700,1992900,6995600,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022,01-NOV-22
0125G00310000000,6701, ,FRANKSTOWN AVE,PITTSBURGH,PA, ,15208.0,112,12th Ward - PITTSBURGH,47,Pittsburgh,LOT 104.87X115.11X73.33 RR FRANKSTOWN AV       ,1 STY BRK SERVICE STATION                      ,"1995-1998 = 80,000                             ",51C41,PITTSBURGH URBAN,T,20 - Taxable,,,20,CORPORATION,C,COMMERCIAL,492,CONVENIENCE STORE/GAS,10253,,,,,05-13-2009,05-13-2009,350000.0,UR,OTHER,13925,592,04-07-1987,1.0,,,2025   GREENTREE RD   ,  ,PITTSBURGH PA  ,15220.0,153900,154400,308300,0,153900,154400,308300,153900,154400,308300,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022,01-NOV-22
0125F00224000000,6680, ,FRANKSTOWN AVE,PITTSBURGH,PA, ,15206.0,112,12th Ward - PITTSBURGH,47,Pittsburgh,HUMBLE PLAN REVISED,LOT 1 = 154.67 X 103.18 X 129.24 X 100.00,,51C41,PITTSBURGH URBAN,T,20 - Taxable,,,20,CORPORATION,C,COMMERCIAL,492,CONVENIENCE STORE/GAS,12944,,,,,12-20-2021,10-01-2021,19192478.0,H,MULTI-PARCEL SA,18729,277,03-15-2002,1.0,05-05-1950,0.0,305 -A  EQUIPMENT CT   ,  ,LAWRENCEVILLE GA  ,30046.0,95100,162200,257300,0,95100,162200,257300,95100,162200,257300,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022,01-NOV-22
0125F00232000000,6936, -6942,5TH AVE,PITTSBURGH,PA, ,15208.0,112,12th Ward - PITTSBURGH,47,Pittsburgh,FIFTH AVENUE - KELLY STREET PLAN OF LOTS,LOT 1 = 138.46X112.35X135X143.09,,51C41,PITTSBURGH URBAN,T,20 - Taxable,,,12,REGULAR-ETUX OR ET VIR,C,COMMERCIAL,420,SMALL DETACHED RET(UNDER 10000),17242,,,,,02-05-2020,02-04-2020,555000.0,14,TIME ON MARKET,17926,1,09-21-2010,275000.0,05-13-2009,110000.0,1600   TROLIST DR   ,  ,PITTSBURGH PA  ,15241.0,457600,28000,485600,0,457600,28000,485600,457600,28000,485600,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022,01-NOV-22
0124J00237000000,511, ,LARIMER AVE,PITTSBURGH,PA, ,15206.0,112,12th Ward - PITTSBURGH,47,Pittsburgh,MELLON SCOTT PLAN 200 LOT 24X102.5 LARIMER AV,3 STY BRK BLDG (GROCERY STORE) #511,,51C48,PITTSBURGH URBAN,T,20 - Taxable,,,10,REGULAR,C,COMMERCIAL,404,RETL/APT'S OVER,2460,,,,,07-21-2005,07-21-2005,0.0,H,MULTI-PARCEL SA,12524,593,08-21-2002,1.0,06-10-1988,13000.0,511   LARIMER AVE   ,  ,PITTSBURGH PA  ,15206.0,48300,5600,53900,0,48300,5600,53900,48300,5600,53900,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022,01-NOV-22
0173E00273000000,1500, ,LINCOLN AVE,PITTSBURGH,PA, ,15206.0,112,12th Ward - PITTSBURGH,47,Pittsburgh,LOT 20X100X20X100,,,51C42,PITTSBURGH URBAN,T,20 - Taxable,,,10,REGULAR,C,COMMERCIAL,404,RETL/APT'S OVER,1230,,,,,03-14-2013,03-14-2013,1.0,3,LOVE&AFFECTION,15177,301.0,03-15-1996,12800.0,,,436   HOCHBERG RD   ,  ,PITTSBURGH PA  ,15235.0,25500,7500,33000,0,25500,7500,33000,25500,7500,33000,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022,01-NOV-22
0174K00137000000,7403, ,FRANKSTOWN AVE,PITTSBURGH,PA, ,15208.0,113,13th Ward - PITTSBURGH,47,Pittsburgh,HOMEWOOD DRIVING PK PLAN 73-74 LOT 50X120 IN AL,L FRANKSTOWN AVE                               ,1 STY CON BLK & STONE BLDG- #7403              ,51C41,PITTSBURGH URBAN,T,20 - Taxable,,,20,CORPORATION,C,COMMERCIAL,430,"RESTAURANT, CAFET AND/OR BAR",6000,,,,,08-28-2018,08-24-2018,32000.0,AA,SALE NOT ANALYZ,17337,424.0,09-23-2009,0.0,03-10-1980,40000.0,7403   FRANKSTOWN AVE   ,  ,PITTSBURGH PA  ,15208.0,49000,15400,64400,0,49000,15400,64400,49000,15400,64400,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022,01-NOV-22
